Number of Catalogue;Title;Author;Date;Medium;Subjects;Collocations;Relationships
0004;L'albarello visconteo;Unnamed;14th century, end;"Ceramic, green and yellow paint; h 19,5cm, diameter at the mouth 15/16 cm, diameter at the foot 14 cm";"Visconti's ""Biscione"" eating a man";;
